customer_id,signup_date,region,acquisition_channel,age_group,preferred_payment_type,customer_segment,device_type,email_opt_in,churned_flag,first_purchase_value,true_clv,is_returning_flag,recency_days,frequency,monetary_total,monetary_avg,monetary_std,avg_discount,avg_delivery_days,avg_review_score,review_missing_rate,category_diversity,top_category,tenure_days
CUST00012,2023-12-05,West,email,18-25,wallet,Silver,mobile,True,False,1091.45,18645.32,True,53.0,5.0,3999.13,799.826,146.32873959000673,0.10673999999999999,6.4,3.6,0.0,5.0,electronics,388
CUST00013,2023-03-17,North,paid_ads,60+,wallet,Platinum,mobile,True,True,460.02,26001.4,True,264.0,3.0,1338.71,446.2366666666667,219.56877062399687,0.08726666666666667,8.0,5.0,0.3333333333333333,3.0,accessories,651
CUST00014,2023-04-14,West,social,18-25,UPI,Bronze,mobile,True,False,331.67,22536.6,True,250.0,6.0,1685.99,280.99833333333333,81.01194366676229,0.0795,9.666666666666666,4.0,0.0,6.0,beauty,623
CUST00015,2023-02-25,West,paid_ads,46-60,UPI,Platinum,mobile,True,True,1098.22,23726.08,True,69.0,5.0,3985.4300000000003,797.086,460.9355257300093,0.08958,5.0,3.75,0.2,5.0,beauty,671
CUST00016,2023-05-11,East,organic,36-45,UPI,Gold,desktop,False,True,2117.97,23229.38,True,111.0,3.0,1340.6299999999999,446.8766666666666,143.66146676591228,0.0825,7.333333333333333,4.333333333333333,0.0,3.0,books,596
CUST00017,2022-07-16,Central,referral,46-60,wallet,Gold,tablet,False,False,501.69,20646.52,True,172.0,3.0,1492.69,497.56333333333333,43.35701135149115,0.1744,10.666666666666666,3.5,0.3333333333333333,3.0,fashion,895
CUST00018,2021-05-21,West,paid_ads,26-35,UPI,Silver,mobile,True,True,747.51,23039.62,True,537.0,2.0,1109.1,554.55,330.5724202047109,0.1922,3.5,5.0,0.0,2.0,footwear,1316
CUST00019,2023-07-09,South,organic,36-45,UPI,Silver,desktop,False,True,400.1,20186.17,True,82.0,7.0,3087.49,441.07,297.92534590620744,0.1229,6.142857142857143,4.0,0.2857142857142857,6.0,beauty,537
CUST00020,2022-05-09,North,paid_ads,18-25,card,Gold,mobile,False,True,493.49,23955.96,True,94.0,6.0,2268.6,378.09999999999997,198.13169670701356,0.07346666666666667,4.333333333333333,3.75,0.3333333333333333,3.0,fashion,963
CUST00021,2022-07-02,North,organic,26-35,card,Platinum,desktop,True,False,276.34,21196.05,True,295.0,2.0,1057.0900000000001,528.5450000000001,317.9505641605311,0.09855,5.0,4.0,0.0,2.0,footwear,909
CUST00022,2022-02-11,South,email,36-45,wallet,Bronze,mobile,True,True,301.77,18286.74,True,528.0,7.0,2372.29,338.8985714285714,429.7701713485388,0.08624285714285715,7.714285714285714,4.333333333333333,0.14285714285714285,6.0,groceries,1050
CUST00023,2021-07-19,East,referral,18-25,UPI,Silver,desktop,True,True,3013.91,23087.29,True,481.0,6.0,3095.25,515.875,229.56174269681784,0.09815,6.666666666666667,3.0,0.3333333333333333,5.0,footwear,1257
CUST00024,2023-10-12,North,organic,36-45,wallet,Bronze,mobile,True,True,568.89,17531.48,True,87.0,4.0,1655.9099999999999,413.97749999999996,488.9819311845786,0.099675,6.75,4.5,0.5,4.0,electronics,442
CUST00025,2023-05-06,South,social,26-35,wallet,Silver,mobile,True,True,524.83,21439.03,True,36.0,5.0,3127.01,625.402,222.02430535867015,0.12048,5.0,3.4,0.0,4.0,sports,601
CUST00026,2022-12-07,South,referral,26-35,UPI,Silver,tablet,True,True,1614.47,21556.14,True,200.0,9.0,5943.09,660.3433333333334,429.10395648956677,0.11765555555555555,6.666666666666667,3.4285714285714284,0.2222222222222222,7.0,groceries,751
CUST00027,2022-03-17,Central,social,36-45,wallet,Bronze,mobile,True,True,620.69,22304.64,False,347.0,2.0,334.3,167.15,125.836722779958,0.0692,5.0,3.0,0.5,2.0,footwear,1016
CUST00028,2023-06-20,Central,referral,18-25,card,Bronze,mobile,True,True,513.77,11754.26,False,556.0,1.0,184.14,184.14,0.0,0.0443,4.0,4.0,0.0,1.0,books,556
CUST00029,2022-08-21,East,organic,36-45,card,Bronze,mobile,False,True,2742.9,18213.41,False,506.0,1.0,265.62,265.62,0.0,0.218,8.0,2.0,0.0,1.0,toys,859
CUST00030,2022-05-01,North,organic,46-60,UPI,Bronze,mobile,True,True,561.62,17175.07,True,666.0,1.0,1034.25,1034.25,0.0,0.0415,3.0,3.0,0.0,1.0,electronics,971
CUST00031,2022-05-09,North,social,18-25,wallet,Bronze,mobile,False,True,1188.3,21146.5,False,774.0,1.0,473.04,473.04,0.0,0.1894,11.0,4.0,0.0,1.0,home_decor,963
CUST00032,2021-09-06,North,social,26-35,UPI,Bronze,mobile,False,True,165.48,19155.93,True,941.0,2.0,425.38,212.69,128.97627688842627,0.1602,3.5,4.0,0.5,2.0,books,1208
CUST00033,2021-04-11,East,social,18-25,UPI,Silver,desktop,False,True,1720.75,25143.34,True,523.0,6.0,1684.1,280.68333333333334,194.08904190259344,0.1437,6.0,3.5,0.3333333333333333,5.0,books,1356
CUST00034,2022-08-31,North,organic,26-35,COD,Silver,mobile,True,True,349.62,21895.71,True,362.0,6.0,2115.1600000000003,352.5266666666667,140.24052419563563,0.15083333333333335,8.333333333333334,4.0,0.0,4.0,fashion,849
CUST00035,2023-08-31,South,social,36-45,COD,Bronze,mobile,True,False,967.27,20689.45,True,237.0,3.0,761.26,253.75333333333333,20.914101303506516,0.13296666666666668,5.333333333333333,4.333333333333333,0.0,2.0,beauty,484
CUST00036,2021-03-11,Northeast,paid_ads,46-60,netbanking,Bronze,desktop,True,True,731.6,18777.52,False,907.0,1.0,85.31,85.31,0.0,0.0821,5.0,4.0,0.0,1.0,beauty,1387
CUST00037,2023-07-29,East,social,26-35,card,Bronze,mobile,False,True,1016.61,17652.07,True,87.0,2.0,367.22,183.61,32.47034339208624,0.14379999999999998,7.0,3.5,0.0,2.0,groceries,517
CUST00038,2023-06-26,Central,paid_ads,18-25,COD,Bronze,mobile,True,False,194.23,16216.65,False,383.0,1.0,213.45,213.45,0.0,0.1521,2.0,4.0,1.0,1.0,groceries,550
CUST00039,2021-10-31,North,social,18-25,wallet,Bronze,tablet,False,False,1153.0,15255.9,False,607.0,1.0,351.38,351.38,0.0,0.0291,13.0,5.0,0.0,1.0,toys,1153
CUST00040,2022-11-23,South,email,26-35,card,Bronze,mobile,True,True,778.76,14059.79,False,728.0,1.0,74.08,74.08,0.0,0.253,3.0,4.0,0.0,1.0,groceries,765
CUST00041,2021-06-30,Northeast,organic,Unknown,card,Bronze,tablet,False,True,1096.1,18602.17,False,437.0,1.0,246.34,246.34,0.0,0.1646,7.0,5.0,0.0,1.0,pet_supplies,1276
CUST00042,2023-04-11,East,social,Unknown,card,Silver,desktop,True,True,1227.76,18747.35,True,142.0,3.0,995.6500000000001,331.8833333333334,323.38307660317247,0.10189999999999999,6.0,3.6666666666666665,0.0,3.0,accessories,626
CUST00043,2023-02-07,West,referral,18-25,COD,Bronze,mobile,True,True,211.42,18968.65,True,135.0,2.0,837.28,418.64,117.50700489758044,0.0906,6.5,3.0,0.5,2.0,groceries,689
CUST00044,2022-01-24,Northeast,paid_ads,36-45,UPI,Silver,mobile,True,False,775.55,18592.49,True,950.0,1.0,461.99,461.99,0.0,0.1756,1.0,5.0,0.0,1.0,fashion,1068
CUST00045,2021-03-16,West,paid_ads,26-35,card,Gold,mobile,False,True,1144.23,24469.2,True,648.0,3.0,4147.93,1382.6433333333334,695.5484792114302,0.09683333333333333,7.333333333333333,4.0,0.0,2.0,electronics,1382
CUST00046,2023-11-29,South,social,46-60,card,Bronze,mobile,True,True,749.93,15910.55,True,208.0,3.0,730.46,243.48666666666668,80.0018314373698,0.0907,7.0,4.333333333333333,0.0,3.0,books,394
CUST00047,2022-05-04,East,paid_ads,46-60,COD,Bronze,mobile,False,True,455.04,19197.04,True,241.0,3.0,1139.95,379.98333333333335,470.42611623222336,0.1691,5.666666666666667,3.5,0.3333333333333333,3.0,electronics,968
CUST00048,2023-09-05,North,organic,46-60,UPI,Silver,mobile,False,True,321.26,23899.12,True,101.0,6.0,2136.27,356.045,333.32372929331024,0.1325,5.833333333333333,3.8,0.16666666666666666,4.0,groceries,479
CUST00049,2023-01-13,North,social,26-35,COD,Bronze,desktop,True,True,1713.05,15298.98,True,422.0,2.0,323.18,161.59,115.35740028277338,0.18485000000000001,6.5,4.0,0.0,2.0,footwear,714
CUST00050,2023-05-03,North,referral,26-35,card,Silver,desktop,True,True,353.06,20539.9,True,197.0,7.0,2525.32,360.76000000000005,163.7879182560993,0.09822857142857143,5.714285714285714,4.333333333333333,0.14285714285714285,7.0,accessories,604
CUST00051,2023-04-13,Central,social,18-25,netbanking,Silver,desktop,True,True,502.54,16022.93,False,273.0,1.0,186.8,186.8,0.0,0.0161,5.0,4.0,0.0,1.0,groceries,624
CUST00052,2021-08-02,West,referral,26-35,card,Platinum,desktop,True,False,689.05,28945.07,True,115.0,7.0,5083.3,726.1857142857143,329.8350438657251,0.09338571428571428,7.428571428571429,4.4,0.2857142857142857,5.0,accessories,1243
CUST00053,2022-02-03,South,referral,36-45,UPI,Platinum,mobile,False,False,924.95,30091.32,True,260.0,7.0,11192.42,1598.9171428571428,1304.1971334210982,0.12945714285714285,5.857142857142857,3.6666666666666665,0.14285714285714285,5.0,electronics,1058
CUST00054,2022-05-27,South,social,60+,netbanking,Bronze,mobile,True,True,498.27,11149.81,True,252.0,1.0,208.05,208.05,0.0,0.0565,1.0,4.0,0.0,1.0,personal_care,945
CUST00055,2022-06-30,West,organic,36-45,UPI,Gold,mobile,False,False,1408.35,23690.7,True,176.0,4.0,2868.22,717.055,430.3881310708586,0.11762500000000001,7.5,3.5,0.0,4.0,beauty,911
CUST00056,2021-02-17,Central,paid_ads,26-35,UPI,Bronze,desktop,False,False,879.24,17873.37,True,1149.0,3.0,504.89,168.29666666666665,61.53578660692764,0.06093333333333333,5.333333333333333,3.5,0.3333333333333333,2.0,groceries,1409
CUST00057,2022-08-22,South,referral,26-35,UPI,Silver,desktop,True,False,885.87,16256.89,False,635.0,1.0,757.14,757.14,0.0,0.0765,4.0,4.0,1.0,1.0,home_decor,858
CUST00058,2021-06-18,South,email,36-45,wallet,Silver,desktop,False,False,1269.01,22829.1,False,396.0,2.0,408.08000000000004,204.04000000000002,48.903504986861634,0.20579999999999998,5.0,3.0,0.5,2.0,accessories,1288
CUST00059,2023-03-25,Central,paid_ads,18-25,UPI,Bronze,desktop,False,False,383.01,15329.61,False,622.0,1.0,201.66,201.66,0.0,0.1312,4.0,4.0,1.0,1.0,toys,643
CUST00060,2023-01-18,Central,email,18-25,UPI,Bronze,mobile,False,True,380.24,23305.43,True,92.0,4.0,2169.0299999999997,542.2574999999999,402.59292205858105,0.113825,5.75,3.3333333333333335,0.25,4.0,accessories,709
CUST00061,2023-10-08,Central,social,Unknown,card,Gold,mobile,False,True,489.87,23079.72,True,223.0,7.0,12934.6,1847.8,3884.890821228657,0.11842857142857142,5.857142857142857,4.428571428571429,0.0,6.0,books,446
CUST00062,2023-03-27,South,paid_ads,46-60,netbanking,Bronze,mobile,True,False,986.52,11836.31,False,183.0,1.0,310.29,310.29,0.0,0.0769,6.0,4.0,0.0,1.0,footwear,641
CUST00063,2022-02-06,North,paid_ads,26-35,COD,Silver,mobile,True,False,1068.29,24097.94,True,84.0,7.0,4066.19,580.8842857142857,451.9170459961704,0.06955714285714286,8.428571428571429,3.4285714285714284,0.0,5.0,accessories,1055
CUST00064,2023-11-26,East,organic,46-60,COD,Platinum,mobile,True,True,479.54,23054.12,True,90.0,4.0,2151.9,537.975,228.0366903957928,0.13335000000000002,4.75,4.333333333333333,0.25,3.0,fashion,397
CUST00065,2022-03-26,South,referral,26-35,COD,Bronze,mobile,True,False,627.68,13323.76,True,539.0,1.0,129.49,129.49,0.0,0.1823,3.0,4.0,0.0,1.0,personal_care,1007
CUST00066,2021-12-23,Central,organic,Unknown,UPI,Bronze,tablet,True,True,903.0,22784.29,True,514.0,4.0,1988.82,497.205,498.4202633989379,0.11215,4.5,4.0,0.25,3.0,fashion,1100
CUST00067,2023-09-19,North,paid_ads,46-60,card,Bronze,mobile,True,True,1268.63,16265.53,True,322.0,3.0,470.54999999999995,156.85,40.292223815520536,0.10846666666666667,5.666666666666667,4.666666666666667,0.0,3.0,accessories,465
CUST00068,2022-02-10,West,organic,46-60,card,Bronze,mobile,True,True,924.8,20811.35,True,350.0,4.0,1108.54,277.135,137.2623224583741,0.12617499999999998,8.5,2.6666666666666665,0.25,3.0,beauty,1051
CUST00069,2021-03-25,Central,email,18-25,COD,Bronze,mobile,True,True,449.21,15973.47,False,1240.0,1.0,124.07,124.07,0.0,0.1181,4.0,3.0,0.0,1.0,personal_care,1373
CUST00070,2022-05-30,Northeast,paid_ads,18-25,UPI,Silver,tablet,True,False,239.58,25568.02,True,273.0,10.0,3060.06,306.006,120.80886512724689,0.08723,8.4,4.0,0.5,4.0,beauty,942
CUST00071,2023-05-22,West,paid_ads,18-25,card,Silver,mobile,True,False,243.19,20048.09,True,356.0,3.0,1894.46,631.4866666666667,420.9764561508557,0.12143333333333334,5.333333333333333,3.0,0.3333333333333333,3.0,accessories,585
CUST00072,2021-07-27,Northeast,paid_ads,26-35,card,Gold,desktop,True,True,680.68,22772.63,True,510.0,2.0,671.45,335.725,25.20835674930042,0.0819,4.5,5.0,0.0,2.0,fashion,1249
CUST00073,2022-05-22,North,organic,18-25,netbanking,Bronze,mobile,False,False,2343.51,20715.23,False,255.0,1.0,1295.29,1295.29,0.0,0.099,3.0,5.0,0.0,1.0,electronics,950
CUST00074,2021-05-23,South,paid_ads,36-45,card,Silver,mobile,True,True,657.0,22566.74,True,611.0,4.0,1610.22,402.555,283.375066240251,0.09259999999999999,7.0,4.666666666666667,0.25,4.0,electronics,1314
CUST00075,2023-01-22,North,social,26-35,UPI,Gold,mobile,False,False,133.64,24812.81,True,282.0,9.0,3372.16,374.6844444444444,229.58284512954748,0.09235555555555557,7.111111111111111,3.875,0.1111111111111111,4.0,groceries,705
CUST00076,2022-06-05,Northeast,referral,60+,wallet,Silver,desktop,True,False,207.74,18356.59,True,487.0,6.0,2872.16,478.6933333333333,167.94268006277218,0.1225,5.666666666666667,4.4,0.16666666666666666,4.0,fashion,936
CUST00077,2021-12-28,Central,paid_ads,46-60,UPI,Silver,mobile,False,True,3353.04,22475.29,True,533.0,6.0,3015.0,502.5,408.3369514996163,0.11453333333333333,7.166666666666667,3.2,0.16666666666666666,4.0,electronics,1095
CUST00078,2021-09-06,North,social,36-45,card,Silver,mobile,True,True,269.1,25931.13,True,316.0,5.0,1378.97,275.794,128.60529452553655,0.11624000000000001,6.8,3.5,0.2,3.0,beauty,1208
CUST00079,2022-09-11,North,organic,36-45,UPI,Gold,desktop,False,True,774.53,21747.88,True,133.0,6.0,4845.95,807.6583333333333,509.0844704925369,0.09888333333333332,5.0,4.4,0.16666666666666666,6.0,accessories,838
CUST00080,2023-01-04,South,social,Unknown,UPI,Bronze,desktop,False,False,534.96,16503.5,False,341.0,2.0,561.65,280.825,5.847773080412735,0.10965,3.0,4.0,0.0,1.0,groceries,723
CUST00081,2023-10-27,South,organic,18-25,card,Bronze,mobile,False,True,486.08,23639.26,True,94.0,6.0,1603.6100000000001,267.2683333333334,173.5253850497577,0.10438333333333333,4.833333333333333,3.0,0.16666666666666666,5.0,fashion,427
CUST00082,2022-04-24,Central,social,26-35,UPI,Bronze,tablet,False,True,754.77,14758.93,True,546.0,4.0,1484.53,371.1325,184.7849457026555,0.04865,6.5,5.0,0.5,4.0,accessories,978
CUST00083,2021-06-25,North,email,46-60,COD,Silver,tablet,False,False,333.68,27647.73,True,192.0,5.0,1997.74,399.548,265.39728497104113,0.11199999999999999,4.4,3.75,0.2,4.0,personal_care,1281
CUST00084,2023-07-01,Central,social,18-25,wallet,Silver,mobile,False,False,1018.96,21782.59,True,275.0,4.0,1929.1799999999998,482.29499999999996,191.3286928299046,0.13997500000000002,5.75,3.5,0.0,3.0,footwear,545
CUST00085,2022-11-21,West,organic,26-35,card,Silver,mobile,True,True,606.77,25290.99,True,364.0,6.0,2582.27,430.37833333333333,240.18957141530242,0.15406666666666666,7.5,4.8,0.16666666666666666,4.0,fashion,767
CUST00086,2023-02-06,South,referral,46-60,card,Bronze,mobile,True,True,193.16,16288.06,False,463.0,1.0,453.3,453.3,0.0,0.0932,5.0,5.0,0.0,1.0,footwear,690
CUST00087,2021-04-17,North,social,26-35,UPI,Platinum,desktop,False,False,495.7,24656.89,True,570.0,8.0,4344.29,543.03625,428.96284580826875,0.1511875,5.5,3.2857142857142856,0.125,5.0,groceries,1350
CUST00088,2021-12-09,Northeast,referral,46-60,card,Silver,mobile,True,False,476.42,23355.17,True,253.0,4.0,1921.27,480.3175,162.27715948853262,0.070475,6.25,4.0,0.25,3.0,sports,1114
CUST00089,2023-04-21,West,paid_ads,46-60,card,Bronze,mobile,True,True,487.23,16449.63,True,456.0,1.0,127.39,127.39,0.0,0.1016,6.0,5.0,0.0,1.0,books,616
CUST00090,2023-07-01,East,paid_ads,18-25,card,Silver,desktop,False,True,550.83,17726.48,False,258.0,1.0,472.18,472.18,0.0,0.0349,9.0,5.0,0.0,1.0,sports,545
CUST00091,2022-04-22,South,organic,36-45,card,Bronze,mobile,True,True,579.53,16872.48,True,283.0,3.0,670.63,223.54333333333332,13.16959503300439,0.12126666666666668,8.0,3.3333333333333335,0.0,3.0,beauty,980
CUST00092,2023-06-01,Central,paid_ads,18-25,UPI,Gold,mobile,True,False,828.75,23635.14,True,103.0,7.0,3414.86,487.83714285714285,288.77646006985435,0.1032,6.285714285714286,3.8333333333333335,0.14285714285714285,6.0,footwear,575
CUST00093,2023-07-11,Central,organic,26-35,card,Silver,mobile,True,True,596.85,17189.41,True,154.0,2.0,1399.8600000000001,699.9300000000001,194.52507550441928,0.1338,9.5,3.5,0.0,2.0,fashion,535
CUST00094,2022-03-01,Central,referral,46-60,card,Bronze,mobile,True,False,254.38,17726.97,True,270.0,6.0,4464.96,744.16,1151.4496608710256,0.11786666666666668,5.5,3.8333333333333335,0.0,5.0,fashion,1032
CUST00095,2023-09-11,West,paid_ads,18-25,card,Bronze,mobile,True,True,963.72,16167.5,True,103.0,4.0,785.67,196.4175,148.2184011012128,0.18182500000000001,5.0,3.75,0.0,3.0,personal_care,473
CUST00096,2021-11-12,Central,organic,46-60,UPI,Bronze,mobile,False,True,438.96,18255.37,True,581.0,5.0,2225.56,445.11199999999997,271.7094927859533,0.1127,8.8,4.0,0.4,5.0,beauty,1141
CUST00097,2021-09-20,South,organic,60+,UPI,Silver,mobile,False,False,370.95,18170.77,True,157.0,3.0,2739.86,913.2866666666667,849.1951503826039,0.0872,5.0,4.666666666666667,0.0,3.0,beauty,1194
CUST00098,2023-01-18,West,email,36-45,card,Silver,mobile,True,False,1070.76,19455.29,True,569.0,3.0,1884.02,628.0066666666667,325.251423414769,0.08403333333333333,7.0,5.0,0.6666666666666666,2.0,fashion,709
CUST00099,2022-11-29,East,referral,26-35,UPI,Bronze,mobile,True,True,181.99,21092.55,True,296.0,3.0,966.7,322.23333333333335,91.90171180850403,0.12,7.0,3.5,0.3333333333333333,3.0,books,759
CUST00100,2021-06-03,West,referral,26-35,card,Silver,mobile,True,False,350.35,26511.12,True,421.0,7.0,2545.63,363.6614285714286,317.7292052691291,0.08344285714285715,8.0,4.6,0.2857142857142857,5.0,books,1303
CUST00101,2023-07-01,Northeast,social,Unknown,COD,Bronze,desktop,False,False,172.81,13455.96,False,410.0,1.0,163.93,163.93,0.0,0.0996,8.0,1.0,0.0,1.0,pet_supplies,545
CUST00102,2021-08-07,Northeast,referral,18-25,UPI,Bronze,mobile,True,True,1024.96,18013.3,True,304.0,6.0,1689.05,281.5083333333333,88.52649172234639,0.11115000000000001,5.833333333333333,3.3333333333333335,0.0,3.0,fashion,1238
CUST00103,2023-06-01,East,paid_ads,18-25,wallet,Bronze,desktop,True,True,1110.67,18386.38,False,403.0,1.0,333.99,333.99,0.0,0.0647,3.0,5.0,0.0,1.0,home_decor,575
CUST00104,2021-01-09,West,referral,18-25,wallet,Bronze,mobile,False,True,2230.83,24100.22,True,439.0,7.0,4484.68,640.6685714285715,481.0165581844549,0.08802857142857143,7.285714285714286,4.0,0.0,7.0,accessories,1448
CUST00105,2023-05-23,Central,organic,36-45,UPI,Gold,mobile,True,False,566.74,22533.87,True,382.0,5.0,4230.86,846.1719999999999,442.9203451750665,0.11626,7.8,3.6,0.0,3.0,electronics,584
CUST00106,2023-05-12,Northeast,referral,18-25,UPI,Silver,mobile,True,True,1104.85,23621.53,True,327.0,5.0,2175.83,435.166,360.48116334976504,0.09634000000000001,4.4,3.2,0.0,5.0,beauty,595
CUST00107,2023-05-05,Central,organic,26-35,UPI,Platinum,mobile,False,False,165.21,22152.65,True,84.0,3.0,1679.5,559.8333333333334,171.64287818995962,0.1713,10.0,3.0,0.3333333333333333,3.0,groceries,602
CUST00108,2022-12-30,North,email,36-45,UPI,Silver,mobile,True,True,2155.11,20566.5,True,146.0,6.0,2700.42,450.07,207.48961188454714,0.07801666666666666,4.5,3.6666666666666665,0.0,6.0,beauty,728
CUST00109,2022-06-01,South,paid_ads,18-25,UPI,Bronze,mobile,False,False,508.91,20476.46,True,372.0,3.0,793.55,264.51666666666665,100.01064160044835,0.08643333333333335,5.666666666666667,4.333333333333333,0.0,2.0,groceries,940
CUST00110,2023-02-12,Central,organic,26-35,card,Bronze,mobile,True,True,1800.03,17547.97,False,484.0,2.0,365.38,182.69,80.73745227588,0.0344,5.0,2.0,0.5,2.0,accessories,684
CUST00111,2021-10-31,Central,referral,18-25,UPI,Silver,tablet,True,True,647.29,18262.28,True,803.0,4.0,1338.07,334.5175,140.98606417538812,0.06825,4.5,4.25,0.0,3.0,beauty,1153
CUST00112,2023-05-05,Central,organic,18-25,UPI,Bronze,mobile,True,True,716.17,17918.71,True,343.0,4.0,2222.19,555.5475,102.41063693939869,0.11795,8.5,3.75,0.0,4.0,fashion,602
CUST00113,2022-09-01,West,paid_ads,26-35,card,Silver,mobile,True,True,543.95,17886.07,True,341.0,2.0,451.48,225.74,19.530289296372445,0.0501,6.0,4.0,1.0,2.0,footwear,848
CUST00114,2022-05-18,East,social,18-25,COD,Gold,mobile,True,True,490.4,23436.19,True,58.0,6.0,3250.63,541.7716666666666,141.37239340361563,0.08794999999999999,7.0,4.2,0.16666666666666666,6.0,accessories,954
CUST00115,2022-07-08,East,social,26-35,card,Bronze,mobile,False,True,1808.57,17803.98,False,185.0,1.0,261.49,261.49,0.0,0.175,5.0,4.0,0.0,1.0,electronics,903
CUST00116,2022-09-15,Central,social,18-25,card,Gold,desktop,True,True,284.79,22078.66,True,502.0,3.0,1372.1000000000001,457.36666666666673,272.6288459303845,0.07329999999999999,7.0,4.0,0.0,3.0,beauty,834
CUST00117,2021-02-10,South,paid_ads,26-35,wallet,Platinum,mobile,False,True,1638.59,27700.0,True,731.0,9.0,5275.25,586.1388888888889,646.276414710541,0.11397777777777779,7.333333333333333,3.5,0.1111111111111111,8.0,groceries,1416
CUST00118,2021-06-03,West,paid_ads,36-45,COD,Bronze,mobile,False,True,724.52,19026.32,True,297.0,5.0,1953.18,390.636,216.8370841899512,0.13512,7.6,4.0,0.6,5.0,beauty,1303
CUST00119,2021-09-26,Central,organic,36-45,UPI,Silver,mobile,False,True,628.87,24312.7,True,612.0,3.0,2289.09,763.0300000000001,1042.9014349879858,0.13166666666666668,8.333333333333334,4.0,0.3333333333333333,3.0,electronics,1188
CUST00120,2021-05-06,Central,referral,26-35,UPI,Bronze,desktop,False,False,933.53,20003.46,False,742.0,1.0,405.61,405.61,0.0,0.1436,13.0,5.0,0.0,1.0,groceries,1331
CUST00121,2022-04-27,South,referral,46-60,card,Bronze,mobile,False,False,389.71,21967.88,True,288.0,4.0,1664.56,416.14,241.91192667304907,0.10387500000000001,5.25,4.333333333333333,0.25,3.0,personal_care,975
CUST00122,2023-01-02,Central,organic,36-45,netbanking,Bronze,mobile,False,True,1211.21,18195.0,True,383.0,4.0,2256.26,564.065,423.48826607121,0.07535,6.0,3.6666666666666665,0.25,3.0,footwear,725
CUST00123,2022-12-18,North,organic,36-45,wallet,Bronze,mobile,True,True,1452.58,22653.65,True,136.0,4.0,925.13,231.2825,107.40175305055935,0.08789999999999999,9.25,4.0,0.5,4.0,accessories,740
CUST00124,2022-05-31,North,organic,26-35,card,Gold,mobile,True,False,528.98,22261.94,True,464.0,4.0,1009.76,252.44,73.36180704790014,0.08754999999999999,8.25,4.75,0.0,3.0,groceries,941
CUST00125,2023-07-26,East,organic,18-25,wallet,Gold,mobile,True,True,1275.75,21937.4,True,238.0,1.0,566.76,566.76,0.0,0.006,2.0,4.0,0.0,1.0,footwear,520
CUST00126,2022-09-11,North,organic,26-35,card,Bronze,mobile,False,True,363.36,16012.66,False,650.0,1.0,226.43,226.43,0.0,0.0114,6.0,4.0,1.0,1.0,footwear,838
