customer_id,signup_date,region,acquisition_channel,age_group,preferred_payment_type,customer_segment,device_type,email_opt_in,churned_flag,total_orders,first_purchase_value,is_returning_flag,true_clv,is_returning_flag_cleaned,total_orders_flag_leakage_risk
CUST00131,2022-09-12,East,referral,60+,UPI,Gold,mobile,True,True,4,1920.18,True,27913.16,True,True
CUST00132,2022-08-30,West,social,36-45,wallet,Gold,mobile,True,False,6,369.66,True,26596.19,True,True
CUST00133,2021-04-10,Central,paid_ads,36-45,wallet,Bronze,desktop,True,True,5,523.21,True,23789.7,True,True
CUST00134,2022-09-05,West,paid_ads,46-60,card,Silver,mobile,True,False,2,1905.68,True,17279.72,True,True
CUST00135,2023-05-21,North,referral,26-35,wallet,Bronze,mobile,True,False,4,749.15,True,20327.24,True,True
CUST00136,2021-11-29,North,organic,26-35,COD,Bronze,desktop,True,True,1,835.77,False,13559.8,False,True
CUST00137,2022-10-23,East,paid_ads,46-60,UPI,Silver,tablet,True,True,3,1256.36,True,18775.62,True,True
CUST00138,2021-02-03,Northeast,paid_ads,18-25,UPI,Bronze,mobile,True,True,4,520.52,True,19979.12,True,True
CUST00139,2022-01-16,West,paid_ads,36-45,wallet,Gold,mobile,True,False,12,669.14,True,25355.52,True,True
CUST00140,2022-04-24,South,social,46-60,COD,Silver,desktop,False,False,4,706.64,True,21965.74,True,True
CUST00141,2023-12-13,North,social,46-60,card,Gold,mobile,False,True,0,492.11,False,18693.87,False,True
CUST00142,2021-08-23,Central,paid_ads,18-25,card,Silver,tablet,False,True,3,283.83,True,22118.86,True,True
CUST00143,2021-10-30,South,paid_ads,36-45,wallet,Silver,desktop,False,True,2,1117.69,True,16846.69,True,True
CUST00144,2022-03-24,West,email,18-25,card,Silver,desktop,False,False,9,1112.63,True,25945.72,True,True
CUST00145,2023-12-23,West,paid_ads,46-60,COD,Bronze,mobile,True,False,1,1167.24,False,13427.68,False,True
CUST00146,2023-07-24,South,email,26-35,UPI,Bronze,tablet,False,False,8,376.6,True,19965.71,True,True
CUST00147,2021-02-07,North,social,36-45,card,Bronze,desktop,False,False,2,1295.92,True,17631.94,True,True
CUST00148,2021-09-14,East,organic,46-60,wallet,Silver,mobile,True,False,0,483.43,False,19214.62,False,True
CUST00149,2023-06-19,South,organic,26-35,card,Gold,desktop,False,True,3,453.9,True,21342.14,True,True
CUST00150,2021-03-05,West,organic,26-35,UPI,Bronze,desktop,True,True,5,362.34,True,23158.57,True,True
CUST00151,2023-07-26,Central,social,26-35,UPI,Bronze,mobile,False,False,5,1012.66,False,23855.47,True,True
CUST00152,2021-11-05,South,paid_ads,36-45,COD,Gold,desktop,False,True,1,1884.72,False,20460.71,False,True
CUST00153,2023-10-02,East,referral,36-45,card,Silver,mobile,True,False,1,471.69,False,20621.18,False,True
CUST00154,2021-11-18,North,referral,46-60,wallet,Bronze,mobile,False,True,3,617.52,True,26612.79,True,True
CUST00155,2022-04-21,South,social,18-25,netbanking,Bronze,mobile,True,False,8,528.96,True,23809.31,True,True
CUST00156,2022-12-26,Central,social,26-35,UPI,Bronze,mobile,True,True,8,169.29,True,20291.17,True,True
CUST00157,2021-05-19,Central,organic,26-35,card,Bronze,mobile,False,True,4,985.66,True,20820.34,True,True
CUST00158,2022-09-02,Central,paid_ads,18-25,card,Silver,desktop,True,True,3,747.38,True,18648.83,True,True
CUST00159,2022-07-07,North,referral,36-45,UPI,Bronze,mobile,True,True,4,636.08,True,19970.85,True,True
CUST00160,2023-05-09,West,social,26-35,UPI,Gold,mobile,True,False,5,1878.27,True,21983.25,True,True
CUST00161,2023-12-27,East,social,18-25,UPI,Silver,desktop,True,True,2,476.56,True,21121.89,True,True
CUST00162,2022-12-29,Northeast,referral,36-45,UPI,Bronze,desktop,False,False,3,212.96,True,14013.69,True,True
CUST00163,2022-03-25,West,social,26-35,wallet,Platinum,mobile,True,True,9,1000.72,True,28522.37,True,True
CUST00164,2022-03-21,Northeast,paid_ads,36-45,UPI,Platinum,mobile,True,False,9,1208.91,True,20701.82,True,True
CUST00165,2022-04-03,North,organic,18-25,wallet,Platinum,mobile,False,False,2,1292.89,True,20716.27,True,True
CUST00166,2023-06-11,East,social,18-25,card,Bronze,mobile,False,False,2,375.49,True,15092.93,True,True
CUST00167,2021-12-18,Central,referral,Unknown,UPI,Silver,tablet,True,False,9,794.64,True,27005.02,True,True
CUST00168,2021-07-02,South,social,26-35,COD,Silver,mobile,False,True,4,1280.33,True,17458.02,True,True
CUST00169,2022-01-02,West,paid_ads,36-45,wallet,Bronze,mobile,False,False,4,818.5,True,17940.85,True,True
CUST00170,2021-01-25,East,referral,36-45,card,Silver,tablet,True,True,3,518.33,True,19425.69,True,True
CUST00171,2021-04-27,Northeast,paid_ads,18-25,card,Silver,mobile,True,False,1,456.87,False,14238.72,False,True
CUST00172,2021-04-09,North,paid_ads,36-45,wallet,Bronze,mobile,True,False,5,563.65,True,18310.56,True,True
CUST00173,2023-04-25,Northeast,organic,26-35,UPI,Silver,mobile,False,True,2,763.37,True,18232.97,True,True
CUST00174,2023-03-02,East,social,46-60,UPI,Platinum,mobile,True,True,7,1101.43,True,28115.57,True,True
CUST00175,2023-02-02,East,paid_ads,26-35,card,Silver,desktop,False,True,2,1184.88,True,17651.23,True,True
CUST00176,2022-05-21,East,paid_ads,36-45,UPI,Gold,mobile,True,False,5,657.5,True,21306.89,True,True
CUST00177,2023-02-25,South,paid_ads,36-45,card,Bronze,mobile,True,True,1,506.2,False,14787.93,False,True
CUST00178,2021-06-26,Northeast,paid_ads,36-45,card,Silver,tablet,False,True,7,668.83,True,22791.43,True,True
CUST00179,2023-09-14,Central,referral,26-35,UPI,Silver,mobile,False,True,4,567.39,True,22667.42,True,True
CUST00180,2022-07-03,Northeast,social,18-25,COD,Bronze,desktop,True,False,1,960.5,False,20853.07,False,True
CUST00181,2023-10-25,Northeast,referral,18-25,COD,Bronze,mobile,True,True,0,232.39,False,14551.02,False,True
CUST00182,2021-06-16,West,paid_ads,46-60,card,Bronze,tablet,True,True,2,624.39,True,15722.88,True,True
CUST00183,2022-06-29,East,paid_ads,36-45,card,Silver,desktop,False,True,1,475.27,False,14969.39,False,True
CUST00184,2023-02-02,Central,organic,36-45,card,Bronze,mobile,True,True,8,1718.0,True,21364.8,True,True
CUST00185,2022-06-27,North,referral,Unknown,COD,Bronze,desktop,False,True,4,591.51,True,18345.25,True,True
CUST00186,2022-05-04,Central,social,18-25,card,Gold,mobile,True,True,7,3005.07,True,27068.92,True,True
CUST00187,2021-07-02,East,paid_ads,26-35,netbanking,Gold,desktop,False,False,8,970.34,True,19915.32,True,True
CUST00188,2022-02-22,West,email,36-45,wallet,Gold,desktop,False,True,6,1296.01,True,23352.08,True,True
CUST00189,2021-09-19,South,organic,18-25,COD,Silver,mobile,True,True,3,1318.88,True,14015.11,True,True
CUST00190,2021-11-27,South,social,46-60,card,Silver,desktop,True,True,5,1227.79,True,22410.11,True,True
CUST00191,2023-01-19,North,social,18-25,UPI,Silver,mobile,True,True,1,1037.49,False,14949.29,False,True
CUST00192,2022-11-22,East,social,36-45,card,Gold,mobile,True,True,4,1018.2,True,27298.8,True,True
CUST00193,2022-10-27,East,referral,26-35,wallet,Silver,mobile,True,True,2,119.77,True,20118.17,True,True
CUST00194,2022-02-01,South,organic,46-60,UPI,Bronze,mobile,False,True,0,270.77,False,13741.47,False,True
CUST00195,2023-11-17,South,social,46-60,COD,Silver,mobile,True,True,10,749.16,True,25728.87,True,True
CUST00196,2021-04-06,West,paid_ads,26-35,wallet,Silver,mobile,False,False,5,410.06,True,22305.16,True,True
CUST00197,2022-01-11,South,referral,26-35,netbanking,Silver,mobile,True,True,8,990.66,True,21264.44,True,True
CUST00198,2021-05-10,Central,organic,60+,UPI,Platinum,desktop,True,False,2,2797.29,True,21908.79,True,True
CUST00199,2022-01-07,North,organic,36-45,UPI,Bronze,tablet,True,True,5,237.55,True,24809.26,True,True
CUST00200,2023-11-20,West,email,18-25,card,Gold,mobile,False,False,4,742.96,True,23463.02,True,True
CUST00201,2022-02-06,North,paid_ads,36-45,card,Gold,mobile,False,False,1,775.39,False,23975.77,False,True
CUST00202,2023-09-22,East,paid_ads,26-35,card,Gold,mobile,True,False,4,678.87,True,22282.37,True,True
CUST00203,2022-06-27,West,organic,26-35,card,Silver,mobile,True,False,4,245.08,True,19024.67,True,True
CUST00204,2023-02-06,West,referral,46-60,card,Gold,desktop,False,True,4,873.03,True,19918.98,True,True
CUST00205,2022-05-16,East,social,Unknown,card,Gold,desktop,True,False,4,1280.31,True,19277.15,True,True
CUST00206,2021-10-19,East,email,18-25,card,Gold,mobile,True,True,1,990.06,False,17914.77,False,True
CUST00207,2023-04-17,South,referral,26-35,wallet,Silver,mobile,True,True,7,1028.38,True,23701.34,True,True
CUST00208,2023-11-28,East,paid_ads,26-35,UPI,Bronze,desktop,True,True,0,1576.95,False,12087.58,False,True
CUST00209,2021-10-16,South,organic,46-60,netbanking,Silver,desktop,False,False,1,380.48,False,20238.13,False,True
CUST00210,2023-05-03,West,organic,46-60,UPI,Silver,mobile,False,True,8,713.42,True,21503.07,True,True
CUST00211,2021-10-13,East,referral,46-60,card,Platinum,mobile,False,True,2,1257.6,True,22785.44,True,True
CUST00212,2023-02-24,Central,email,18-25,COD,Silver,mobile,True,False,4,1524.21,True,19745.32,True,True
CUST00213,2023-05-14,East,organic,Unknown,COD,Gold,mobile,False,True,4,578.73,True,22783.39,True,True
CUST00214,2022-05-08,South,paid_ads,26-35,UPI,Silver,mobile,True,False,1,1604.75,False,16118.9,False,True
CUST00215,2023-03-18,South,referral,18-25,card,Silver,mobile,False,False,9,2131.49,True,23703.23,True,True
CUST00216,2021-10-26,North,referral,Unknown,COD,Gold,desktop,True,True,10,210.54,True,21009.01,True,True
CUST00217,2021-03-28,East,referral,26-35,netbanking,Bronze,mobile,False,True,2,772.61,True,16582.38,True,True
CUST00218,2021-04-16,Central,paid_ads,36-45,netbanking,Gold,mobile,True,True,6,988.21,True,18786.63,True,True
CUST00219,2022-05-05,Central,organic,36-45,UPI,Gold,mobile,True,True,3,584.89,True,21109.64,True,True
CUST00220,2023-09-16,East,paid_ads,36-45,card,Platinum,tablet,True,True,3,1141.33,True,25278.03,True,True
CUST00221,2021-05-20,South,paid_ads,18-25,UPI,Bronze,mobile,True,True,2,1406.38,True,13716.32,True,True
CUST00222,2022-05-15,Central,social,36-45,UPI,Gold,tablet,False,True,4,867.14,True,24486.42,True,True
CUST00223,2023-02-10,North,organic,26-35,card,Bronze,mobile,True,True,8,3528.19,True,24084.05,True,True
CUST00224,2021-08-10,East,paid_ads,26-35,card,Bronze,mobile,True,False,1,582.39,False,15264.44,False,True
CUST00225,2023-03-02,Central,email,36-45,netbanking,Bronze,mobile,True,True,5,592.5,True,19121.48,True,True
CUST00226,2021-12-02,East,referral,46-60,card,Bronze,mobile,True,False,4,2133.46,True,19907.62,True,True
CUST00227,2023-06-05,North,organic,18-25,card,Bronze,mobile,False,True,3,275.18,True,19559.9,True,True
CUST00228,2022-09-27,South,email,46-60,UPI,Gold,desktop,True,False,4,1458.78,True,21626.24,True,True
CUST00229,2022-08-22,West,organic,36-45,netbanking,Silver,mobile,True,True,6,1218.25,True,20962.01,True,True
CUST00230,2021-07-13,North,social,36-45,netbanking,Silver,mobile,True,False,4,586.21,True,25977.52,True,True
CUST00231,2022-05-23,West,organic,46-60,card,Gold,mobile,False,True,5,703.83,True,22683.8,True,True
CUST00232,2023-07-27,East,social,36-45,UPI,Gold,desktop,True,False,2,1948.72,True,12744.25,True,True
CUST00233,2021-01-22,South,organic,36-45,netbanking,Platinum,tablet,True,False,10,635.15,True,28717.27,True,True
CUST00234,2023-04-11,South,paid_ads,26-35,UPI,Gold,tablet,True,True,4,3356.12,True,20487.86,True,True
CUST00235,2022-06-24,Central,email,26-35,card,Gold,mobile,True,True,10,385.97,True,24312.35,True,True
CUST00236,2023-02-27,East,referral,46-60,wallet,Bronze,mobile,False,True,7,623.15,True,21554.53,True,True
CUST00237,2022-12-28,Central,organic,60+,UPI,Silver,desktop,True,False,1,1111.21,False,17436.24,False,True
CUST00238,2022-04-19,East,organic,36-45,UPI,Silver,desktop,True,True,3,291.94,True,21743.38,True,True
CUST00239,2021-12-04,North,organic,46-60,UPI,Bronze,mobile,True,True,3,1035.29,True,16372.48,True,True
CUST00240,2022-11-18,East,paid_ads,36-45,card,Bronze,desktop,False,True,2,375.44,True,17961.55,True,True
CUST00241,2021-06-03,East,referral,36-45,COD,Silver,mobile,False,False,2,483.47,True,20627.48,True,True
CUST00242,2022-10-02,East,paid_ads,26-35,UPI,Platinum,mobile,True,True,1,1460.76,False,21804.21,False,True
CUST00243,2021-04-14,Central,email,26-35,card,Silver,mobile,True,True,5,770.41,True,24358.0,True,True
CUST00244,2022-12-13,Central,social,Unknown,UPI,Gold,desktop,False,False,3,752.82,True,17908.87,True,True
CUST00245,2022-11-20,Central,email,26-35,wallet,Bronze,desktop,True,True,1,1809.88,False,16776.6,False,True
